date,event,day,year
7/30,"Russian Politburo issues NKVD Order no. 00447, to repress former kulak and anti-soviets, 269,100 to be arrested, 76,000 to be shot. Part of the Great Purge..",30-Jul,1937
7/31,Pilgrim Fathers depart Leiden for England before heading to America.,31-Jul,1620
7/31,3rd Battle of Ypres (Passchendaele) begins.,31-Jul,1917
7/31,Israel welcomes its one millionth immigrant.,31-Jul,1961
7/31,"Operation Banner, the presence of the British Army in Northern Ireland, and longest-running British Army operation ever, comes to an end.",31-Jul,2007
8/1,Justinian I becomes the sole ruler of the Byzantine Empire.,1-Aug,527
8/1,Results of the Domesday inquiry presented to William the Conqueror in Salisbury (the date of compilation and the Great Domesday are historically contestable).,1-Aug,1086
8/1,"Joseph Priestley, English theologian, chemist and author discovers oxygen by isolating it in its gaseous state.",1-Aug,1774
8/1,Slavery abolished throughout the British Empire - Slavery Abolition Act 1833 comes into effect.,1-Aug,1834
8/1,"US atomic submarine USS Nautilus begins 1st transit of North Pole ""operation Sunshine"".",1-Aug,1958
8/2,Formal signing of the US Declaration of Independence by 56 people (date most accepted by modern historians).,2-Aug,1776
8/2,"1st US census conducted, the population was 3,939,214 including 697,624 slaves.",2-Aug,1790
8/2,"Battle of Bad Axe, Wisconsin: 1,300 Illinois militia defeat Sauk & Fox Native Americans ending the Black Hawk War in the US.",2-Aug,1832
8/2,Government of India transferred from East India Company to the British Crown.,2-Aug,1858
8/2,Apple becomes the first American public listed company to reach $1 trillion in value.,2-Aug,2018
8/3,"Christopher Columbus sets sail on his first voyage with three ships, Santa María, Pinta and Niña from Palos de la Frontera, Spain for the ""Indies"".",3-Aug,1492
8/3,David Fabricius discovers light variation of Mira (1st variable star).,3-Aug,1596
8/3,"Germany invades Belgium and declares war on France, beginning World War I.",3-Aug,1914
8/3,"Adolf Hitler merges the offices of German Chancellor and President, declaring himself ""Führer"" (leader).",3-Aug,1934
8/3,U.S. Senate ratifies the Anti-Ballistic Missile Treaty..,3-Aug,1972
8/4,1st printing of Zohar (Jewish Kabbalah).,4-Aug,1558
8/4,Russian Antarctic expedition led by Fabian Gottlieb von Bellingshausen returns to Kronshtadt after becoming the 1st to circumnavigate Antarctica.,4-Aug,1821
8/4,1st train with Jews departs Mechelen Belgium to Auschwitz.,4-Aug,1942
8/4,Anne Frank arrested in Amsterdam by German Security Police (Grüne Polizei) following a tip-off from an informer who was never identified.,4-Aug,1944
8/4,"Rwandian Hutus and Tutsis sign peace treaty in Arusha, Tanzania.",4-Aug,1993
8/4,Muppets Missy Piggy and Kermit the Frog announce the end to their relationship on Twitter.,4-Aug,2015
8/5,"The last major Viking army to raid England is defeated at the Battle of Tettenhall by the allied forces of Mercia and Wessex, led by King Edward and Earl Aethelred.",5-Aug,910
8/5,"William Wallace, who led Scottish resistance to England, is captured by the English near Glasgow and transported to London for trial and execution..",5-Aug,1305
8/5,Humphrey Gilbert claims Newfoundland for the British crown - first English colony in North America and the beginning of the British Empire.,5-Aug,1583
8/5,Battle of Petrovaradin/Peterwardein: Habsburgs under Eugene of Savoy defeat the Turks in a decisive victory.,5-Aug,1716
8/5,"Battle of Mobile Bay, won by the Union Army led by Rear Admiral Farragut with the cry ""Damn the torpedoes, full speed ahead!"" (US Civil War).",5-Aug,1864
8/6,The Treaty of The Hague is signed whereby the Dutch Republic sells New Holland (Brazil) for 63 tonnes of gold to Portugal.,6-Aug,1661
8/6,"At Auburn Prison in New York, murderer William Kemmler becomes first person to be executed by electric chair.",6-Aug,1890
8/6,"Atomic bomb dropped on Hiroshima by the US B-29 Superfortress ""Enola Gay"".",6-Aug,1945
8/6,US President Lyndon B. Johnson signs the Voting Rights Act prohibiting voting discrimination against minorities.,6-Aug,1965
8/6,Tim Berners-Lee releases files describing his idea for the World Wide Web. WWW debuts as a publicly available service on the Internet.,6-Aug,1991
8/7,Ming Dynasty Chinese military general Cao Qin stages a coup against the Tianshun Emperor.,7-Aug,1461
8/7,The Battle of Gangut: the first important victory of the Russian Navy during the Great Northern War against Sweden.,7-Aug,1714
8/7,"The Iraqi Government slaughters over 3,000 Assyrians in the village of Sumail. The day becomes known as Assyrian Martyrs Day..",7-Aug,1933
8/7,"Tokyo Telecommunications Engineering, the precursor to Sony, begins selling its first transistor radios in Japan.",7-Aug,1955
8/7,Operation Desert Shield begins - US deploys troops to Saudi Arabia.,7-Aug,1990
8/8,"Emperor Krishnadeva Raya is crowned, marking the beginning of the regeneration of the Vijayanagara Empire in Southern India.",8-Aug,1509
8/8,Venetian senate examines Galileo Galilei's telescope.,8-Aug,1609
8/8,US Congress unanimously chooses the dollar as the money unit for the United States.,8-Aug,1786
8/8,"1st national march of Ku Klux Klan (between 25,000 and 40,000 marchers) in Washington, D.C..",8-Aug,1925
8/8,USSR establishes a communist government in North Korea.,8-Aug,1945
8/8,US President Richard Nixon announces he will resign at 12pm the next day.,8-Aug,1974
8/8,Ceasefire between Iran & Iraq takes effect after 8 years of war.,8-Aug,1988
8/9,Battle of Adrianople: Goth army defeats Roman forces under Emperor Valens.,9-Aug,378
8/9,"Robert Gray's Columbia Rediviva returns to Boston after 3 year journey, 1st American ship to circumnavigate the Globe.",9-Aug,1790
8/9,"Rudolf Diesel of Germany obtains patent #608,845 for his internal combustion engine, later known as the diesel engine.",9-Aug,1898
8/9,"Mahatma Gandhi and 50 others arrested in Bombay after passing of a ""quit India"" motion and campaign by the All-India Congress.",9-Aug,1942
8/9,"US drops 2nd atomic bomb ""Fat Man"" on Japan destroys part of Nagasaki.",9-Aug,1945
8/9,Singapore separates from the Federation of Malaysia and gains its independence.,9-Aug,1965
8/9,Richard Nixon resigns as US President and VP Gerald Ford swears the oath of office to take his place as the 38th US President.,9-Aug,1974
8/10,"In Islam, the traditional date of the Laylat al-Qadr, when Muhammad began to receive the Qur'an.",10-Aug,610
8/10,"John Cabot tells King Henry VII of his trip to ""Asia"".",10-Aug,1497
8/10,"King Charles II and John Flamsteed lay the foundation stone of the Royal Observatory in Greenwich, London.",10-Aug,1675
8/10,"US Act of Congress passes establishing the Smithsonian Institution, now world's largest museum and research complex.",10-Aug,1846
8/11,Allies refuse Japan's offer to surrender on the condition that Emperor Hirohito retains his status.,11-Aug,1945
8/11,Formal peace treaty ends over 7 yrs of fighting in Indochina between the French and the Communist Viet Minh.,11-Aug,1954
8/11,"Al-Qaeda formed at a meeting between Osama bin Laden, Zawahiri and Dr Fadl in Peshawar, Pakistan.",11-Aug,1988
8/11,"NATO takes over command of the peacekeeping force in Afghanistan, marking its first major operation outside Europe in its 54-year-history..",11-Aug,2003
8/12,Battle of Didgori: the Georgian army under King David the Builder wins a decisive victory over the famous Seljuk commander Ilghazi.,12-Aug,1121
8/12,Battle of Otranto - Ottoman troops behead 800 Christians for refusing to convert to Islam.,12-Aug,1480
8/12,American inventor Isaac Singer patents the sewing machine.,12-Aug,1851
8/12,Henry Ford's company builds the first Model T car.,12-Aug,1908
8/12,IBM introduces its first Personal Computer (PC & PC-DOS version 1.0).,12-Aug,1981
8/13,Spanish conquistadors under Hernán Cortés capture Aztec Emperor Cuauhtémoc in Tenochtitlan marking the end of the Aztec Empire.,13-Aug,1521
8/13,"Buddhist monks from Ky?to's Enryaku Temple set fire to 21 Nichiren temples throughout Kyoto in the Tenbun Hokke Disturbance. (Traditional Japanese date: July 27, 1536)..",13-Aug,1536
8/13,Dutch astronomer Christiaan Huygens discovers Martian south polar cap.,13-Aug,1642
8/13,Prussia joins Anglo-Dutch alliance to form Triple Alliance to prevent spread of Russo-Swedish War of 1788-90.,13-Aug,1788
8/13,"Second Sino-Japanese War: Japanese forces begin the Battle of Shanghai, a conflict that will last 3 months and involve 1 million troops.",13-Aug,1937
8/14,"During Kublai Khan's Second Invasion of Japan his invading Chinese fleet of 3,500 vessels disappears in a typhoon near Japan.",14-Aug,1281
8/14,Second Seminole War declared over by Colonel Worth; Indians go on to be removed from Florida to Oklahoma.,14-Aug,1842
8/14,"V-J Day, Japan surrenders unconditionally to end WW II (also August 15 depending on time zone).",14-Aug,1945
8/14,Pakistan gains independence from Great Britain.,14-Aug,1947
8/14,"British Army deploys on the streets of Northern Ireland, marking the beginning of Operation Banner.",14-Aug,1969
8/14,"17,000 workers go on strike at the Lenin Shipyard in Gdansk, Poland, marking the beginning of the Solidarity movement.",14-Aug,1980
8/15,Empire of Trebizond surrenders to forces of Sultan Mehmet II - last Byzantine Empire remnant to fall. Emperor David exiled and later murdered..,15-Aug,1461
8/15,"Mayflower sets sail from Southampton, England, with 102 Pilgrims.",15-Aug,1620
8/15,"The Boxer Rebellion: In China, the Empress, her family and court retainers flee while foreign troops move through Peking in an attempt to quell the rebellion.",15-Aug,1900
8/15,"India gains independence from Great Britain, remains a dominion until 1950.",15-Aug,1947
8/15,"Omagh bombing in Northern Ireland, the worst terrorist incident of The Troubles, kills 29 people and injures about 220.",15-Aug,1998
8/16,"Gold first discovered in Klondike, found at Bonanza Creek, Alaska by George Carmack.",16-Aug,1896
8/16,"1st British Empire Games open in Hamilton, Canada.",16-Aug,1930
8/16,"Puyi, the last Chinese Emperor and ruler of Manchukuo is captured by Soviet troops.",16-Aug,1945
8/16,"Direct Action Day: Widespread riots erupt in Calcutta between Muslims and Hindus over whether Pakistan should be a separate state, killing over 4,000 and leaving 100,000 homeless.",16-Aug,1946
8/16,"Wikileaks founder, Julian Assange is granted political asylum by Ecuador.",16-Aug,2012
8/17,"Governor of Roanoke Island colony, John White, returns from England to find no trace of the colonists he had left there 3 years earlier [or Aug 18, 1591].",17-Aug,1590
8/17,Joe Pulitzer donates $1 million to Columbia University & begins the Pulitzer Prizes in America.,17-Aug,1903
8/17,Sukarno and Mohammad Hatta declare Indonesia (Dutch East Indies) independent from the Netherlands.,17-Aug,1945
8/17,Korea is divided into North and South Korea along the 38th parallel.,17-Aug,1945
8/17,"The Radcliffe Line, the border between Union of India and Dominion of Pakistan is revealed.",17-Aug,1947
8/17,"Monica Lewinsky scandal: US President Bill Clinton admits in taped testimony he had an ""improper physical relationship"" with the intern and on the same day admits before the nation he ""misled people"" about the relationship.",17-Aug,1998
8/18,First public admittance to the Salon de Paris art exhibition at the Louvre in Paris.,18-Aug,1737
8/18,United States Exploring Expedition headed by Charles Wilkes departs for the Pacific Ocean and Antarctica.,18-Aug,1838
8/18,"US President Woodrow Wilson issues ""Proclamation of Neutrality"".",18-Aug,1914
8/18,"Anti-Cigarette League of America forms in Chicago, Illinois.",18-Aug,1919
8/18,22 year old representative Harry T. Burn is deciding vote in Tennessee's and thus America's ratification of the 19th Amendment to the constitution allowing women's suffrage after letter from his mother.,18-Aug,1920
8/18,"Battle of Britain -'The hardest day"" Luftwaffe lose 69 aircraft, the RAF 68 in largest ever air battle.",18-Aug,1940
8/19,Details of Louis Daguerre's 1st practical photographic process are released in Paris.,19-Aug,1839
8/19,"World War II: Over 4,000 Canadian and British soldiers killed, wounded or captured raiding Dieppe, France.",19-Aug,1942
8/19,Iran-Iraq begin a cease-fire in their 8-year-old war (11 PM EDT).,19-Aug,1988
8/19,Conservative members of the Communist Party of the Soviet Union attempt to depose Mikhail Gorbachev in a coup d'état.,19-Aug,1991
8/19,"Operation Iraqi Freedom ends, with the last of the United States brigade combat teams crossing the border to Kuwait.",19-Aug,2010
8/20,1st Dutch East India Company ships return from the Far East.,20-Aug,1597
8/20,"1st known African Americans in English North America (approx. 20) land at Point Comfort (Fort Monroe), Virginia. They are then sold or traded into servitude..",20-Aug,1619
8/20,Alaska first sighted by Danish explorer Vitus Bering at head of Russian expedition.,20-Aug,1741
8/20,President Andrew Johnson formally declares US Civil War over.,20-Aug,1866
8/20,"Sun Yat-sen, Chinese revolutionary, forms the first chapter of T'ung Meng Hui, a union of all secret societies determined to bringing down the Manchus.",20-Aug,1905
8/20,"During the night 200,000 Warsaw Pact Soviet led troops invade Czechoslovakia in response to the Prague Spring.",20-Aug,1968
